file_id,file_name,content,uploaded_at
27,Program_27.txt,"def digisum(num):
    sum_=0
    while num > 0:
        dig = num % 10
        sum_+=dig
        num//=10
    return sum_","23-10-2024 10:08"
28,Program_28.txt,"num = 12321
temp = num
rev = 0
while num > 0:
    dig = num % 10
    rev = rev*10 + dig
    num//=10
if temp==rev :
    print(The number is a palindrome!)""",
29,Program_29.txt,"def print_n(val, n):
    for _ in range(n):
        print(val)","23-10-2024 10:08"
30,Program_30.txt,"def square_area(a):
    return a*a","23-10-2024 10:08"
31,Program_31.txt,"def square_perimeter(a):
    return 4*a","23-10-2024 10:08"
32,Program_32.txt,"def rectangle_area(l, b):
    return l*b","23-10-2024 10:08"
33,Program_33.txt,"def rectangle_perimeter(l, b):
    return 2*(l+b)","23-10-2024 10:08"
34,Program_34.txt,"def findArea(r): 
    PI = 3.142
    return PI * (r*r)","23-10-2024 10:08"
35,Program_35.txt,"def calc_elect_bill(units):
    if units > 0:
        if units <= 750:
            return 5*units
        else:
            return 5*(750) + 7*(units-750)
    else:
        return -1","23-10-2024 10:08"
36,Program_36.txt,"def give_day(n):
    day_dict = {1: 'Sunday', 2: 'Monday', 3: 'Tuesday', 4: 'Wednesday', 5: 'Thursday', 6: 'Friday', 7: 'Saturday'}
    return day_dict[n]","23-10-2024 10:08"
37,Program_37.txt,"r = 3
h = 5
pi = 3.14
volume = pi*(r**2)*h
print(volume)","23-10-2024 10:08"
38,Program_38.txt,"def calc_avg(*args):
    if len(args) > 0:
        return sum(args)/len(args)
    return None","23-10-2024 10:08"
39,Program_39.txt,"def comp_int(p, r, t):
    amount = p * (1 + (r/100))**t
    interest = amount - p
    return interest","23-10-2024 10:08"
40,Program_40.txt,"def simp_int(p, r, t):
    interest = (p*r*t)/100
    return interest","23-10-2024 10:08"
41,Program_41.txt,"st = Where is this going? Could you please help me understand!""",
42,Program_42.txt,"def is_perfect(n):
    sum_ = 0
    for i in range(1, n//2 + 1):
        if n%i == 0:
            sum_+=i
    if sum_ == n:
        return True
    return False","23-10-2024 10:08"
43,Program_43.txt,"def seperate_pn(l):
    pos_list = []
    neg_list = []
    for _ in l:
        if _<0:
            neg_list.append(_)
        else:
            pos_list.append(_)
    return pos_list, neg_list","23-10-2024 10:08"
44,Program_44.txt,"h = 12
w = 11
area = 0.5*h*w
print(area)","23-10-2024 10:08"
45,Program_45.txt,"def acc(u, v, t):
    return (v-u)/t","23-10-2024 10:08"
46,Program_46.txt,"multiply = lambda a, b: a*b","23-10-2024 10:08"
47,Program_47.txt,"add = lambda a, b: a+b","23-10-2024 10:08"
48,Program_48.txt,"even = lambda a: True if a%2 == 0 else False","23-10-2024 10:08"
49,Program_49.txt,"ascii = lambda a: chr(a)","23-10-2024 10:08"
50,Program_50.txt,"dig_cnt = lambda a: len(str(a))","23-10-2024 10:08"
51,Program_51.txt,"def is_valid_triangle_angle(a, b, c):
    if a+b+c == 180:
        return True
    return False","23-10-2024 10:08"
52,Program_52.txt,"def is_valid_triangle_length(a, b ,c):
    if a>0 and b>0 and c>0:
        if a+b > c and a+c > b and b+c > a:
            return True
    return False","23-10-2024 10:08"
53,Program_53.txt,"count_word = lambda s: len(s.split(' '))","23-10-2024 10:08"
54,Program_54.txt,"num = int(input(Enter a number with multiple digit: ))""",
55,Program_55.txt,"def bmi(height: Meters"""," weight: Kgs""):"""
56,Program_56.txt,"string = $john.snow""","23-10-2024 10:08"
57,Program_57.txt,@Got.bad_ending/com,
58,Program_58.txt,"def hanoi(x):
    if x == 1:
        return 1
    else:
        return 2*hanoi(x-1) + 1","23-10-2024 10:08"
59,Program_59.txt,"cm_to_inch = lambda x: x/2.54","23-10-2024 10:08"
60,Program_60.txt,"union = lambda a, b: list(set(a)|set(b))","23-10-2024 10:08"
61,Program_61.txt,"intersection = lambda a, b: list(set(a)&set(b))","23-10-2024 10:08"
62,Program_62.txt,"a = 32
b = 21
result = a**2 + b**2
print(result)","23-10-2024 10:08"
63,Program_63.txt,"def con_str(*args, sep = ' '):
  return sep.join(args)","23-10-2024 10:08"
64,Program_64.txt,"r1, r2 = 1, 28
for _ in range(r1, r2+1):
  if _%2 == 0:
    print(_)","23-10-2024 10:08"
65,Program_65.txt,"dict1 = {'car': [7, 6, 3],  
             'bike': [2, 10, 3],  
             'truck': [19, 4]}
print(fThe original dictionary is : {str(dict1)}) """,
66,Program_66.txt,"import datetime
now = datetime.datetime.now()
time= now.strftime(%Y-%m-%d %H:%M:%S)""",
67,Program_67.txt,"num = -10
print(f'Absolute of {num} is {abs(num)}')","23-10-2024 10:08"
68,Program_68.txt,"sample_list = ['a','b','c']
print(f'length of sample_list is {len(sample_list)}')","23-10-2024 10:08"
69,Program_69.txt,"from datetime import date
f_date = date(2019, 4, 15)","23-10-2024 10:08"
70,Program_70.txt,"YYYY/MM/DD
l_date = date(2020, 4, 15)","23-10-2024 10:08"
71,Program_71.txt,"YYYY/MM/DD
delta = l_date - f_date
print(f'No of days between {f_date} and {l_date} is:{delta.days}')","23-10-2024 10:08"
72,Program_72.txt,"import json
python_dict =  {name: ""David"""""," age"": 6"""
73,Program_73.txt,"def max_num_in_list(list):
    max = list[0]
    for a in list:
        max = a if a > max else max
    return max
print(f'max_num_in_list [1, 10, -8, 0], Ans:{max_num_in_list([1, 10, -8, 0])}')","23-10-2024 10:08"
74,Program_74.txt,"a = [10,20,30,20,10,50,60,40,80,50,40]
dup_items = set()
uniq_items = []
for x in a:
    if x not in dup_items:
        uniq_items.append(x)
        dup_items.add(x)
print(f'dup_items:{dup_items}')","23-10-2024 10:08"
75,Program_75.txt,"import itertools
original_list = [[2,4,3],[1,5,6], [9], [7,9,0], [1,2,3,4]]
new_merged_list = list(itertools.chain(*original_list))
print(f'merged list/flatten:{new_merged_list}')","23-10-2024 10:08"
76,Program_76.txt,"obj = {}
for i in range(1, 11):
    obj[str(i)] = []
print(f'create multiple list:{obj}')","23-10-2024 10:08"
77,Program_77.txt,"d1 = {'a': 100, 'b': 200}
d2 = {'x': 300, 'y': 200}
d = d1.copy()
d.update(d2)
print(f'merge two dictionaries:{d}')","23-10-2024 10:08"
78,Program_78.txt,"my_dict = {'data1':100,'data2':-54,'data3':247}
print(f'Sum all the items in a dictionary:{sum(my_dict.values())}')","23-10-2024 10:08"
79,Program_79.txt,"my_dict = {'x':500, 'y':5874, 'z': 560}
key_max = max(my_dict.keys(), key=(lambda k: my_dict[k]))
key_min = min(my_dict.keys(), key=(lambda k: my_dict[k]))
print('Maximum Value in a dictionary: ',my_dict[key_max])
print('Minimum Value in a dictionary: ',my_dict[key_min])","23-10-2024 10:08"
80,Program_80.txt,"if 1 + 1 == 2:
    pass","23-10-2024 10:08"
81,Program_81.txt,Nothing,"23-10-2024 10:08"
82,Program_82.txt,"for count, value in enumerate(obj):
    print(count, value)","23-10-2024 10:08"
83,Program_83.txt,"a_dict = {'a':1}
a_dict.setdefault('b',2)
print(f'After appending with new value:{a_dict}')","23-10-2024 10:08"
84,Program_84.txt,"def square(number):
    return number ** 2
numbers = [1, 2, 3, 4, 5]
squared = map(square, numbers)
print(f'mapped numbers:{list(squared)}')","23-10-2024 10:08"
85,Program_85.txt,"print(f'modulo 15 % 4: Sol->{15 % 4}')","23-10-2024 10:08"
86,Program_86.txt,"x = 'global'
def f():
    x = 'enclosing'
    def g():
        print(x)
    g()
    return x
obj1 = f()
print('explain global scope:',obj1)","23-10-2024 10:08"
87,Program_87.txt,"def f1():
    x = 'enclosing'
    def g():
        x = 'local'
        return x
    x=g()
    return x
obj2 = f1()
print('explain local scope:',obj2)","23-10-2024 10:08"
88,Program_88.txt,"import re
print('Find the characters in the given string:',re.findall(r'[a-z]+', '123FOO456', flags=re.IGNORECASE))","23-10-2024 10:08"
89,Program_89.txt,"s = 'foo123bar'
m = re.findall('123', s)
print('find the number position:',m)","23-10-2024 10:08"
90,Program_90.txt,"a = 'string'
print(f'convert lowercase to uppercase:{a.upper()}')","23-10-2024 10:08"
91,Program_91.txt,"a = 'STRING'
print(f'convert lowercase to uppercase:{a.lower()}')","23-10-2024 10:08"
92,Program_92.txt,"num = 8 
num_sqrt = num ** 0.5
print('The square root of %0.3f is %0.3f'%(num ,num_sqrt))","23-10-2024 10:08"
93,Program_93.txt,"kilometers = 10.0
conv_fac = 0.621371
miles = kilometers * conv_fac
print('%0.2f kilometers is equal to %0.2f miles' %(kilometers,miles))","23-10-2024 10:08"
94,Program_94.txt,"celsius = 37.5
fahrenheit = (celsius * 1.8) + 32
print('%0.1f degree Celsius is equal to %0.1f degree Fahrenheit' %(celsius,fahrenheit))","23-10-2024 10:08"
95,Program_95.txt,"num = 10
if num > 0:
   print(Positive number)""",
96,Program_96.txt,"Python Program to Check if a Number is Odd or Even
num = 100
if (num % 2) == 0:
   print({0} is Even.format(num))""",
97,Program_97.txt,"Python Program to Display the multiplication Table
num = 12
for i in range(1, 11):
   print(num, 'x', i, '=', num*i)","23-10-2024 10:08"
98,Program_98.txt,"import random
min = 1
max = 6
print(Rolling the dices...and the values are""",random.randint(min
99,Program_99.txt,"list1 = [1,3,4,5]
average = (sum(list1)) / len(list1)
print(fthe average score is:  {average} )""""","23-10-2024 10:08"
100,Program_100.txt,"print(f'reverese the given list elements:{list1[::-1]}')","23-10-2024 10:08"
101,Program_101.txt,"import threading
from threading import Thread
import time
def print_time( threadName, delay):
    count = 0
    while count < 5:
        time.sleep(delay)
        count += 1
        print(%s: %s % ( threadName"""," time.ctime(time.time()) ))"""
102,Program_102.txt,try:,"23-10-2024 10:08"
103,Program_103.txt,"Thread(target=print_time, args=(Thread-1""",2
104,Program_104.txt,"Thread(target=print_time, args=(Thread-1""",4
105,Program_105.txt,except:,"23-10-2024 10:08"
106,Program_106.txt,"print(Error: unable to start thread)""""","23-10-2024 10:08"
107,Program_107.txt,"def near_thousand(n):
      return ((abs(1000 - n) <= 100) or (abs(2000 - n) <= 100))
print('near to 1000',near_thousand(1000))
print('near to 1300',near_thousand(1300))","23-10-2024 10:08"
108,Program_108.txt,"x = ['ab', 'cd']
for i in x:
    print(i.upper())","23-10-2024 10:08"
109,Program_109.txt,"i = 1
while True:
    if i%3 == 0:
        break
    print(i)
    i+= 1","23-10-2024 10:08"
110,Program_110.txt,"names1 = ['Amir', 'Bala', 'Chales']
for n in names1:
    name = n.lower()
    if 'amir' == name:
        print('Yes name exists:',name)
    else:
        print('No')","23-10-2024 10:08"
111,Program_111.txt,"matrix = [[1, 2, 3, 4],
       [4, 5, 6, 7],
       [8, 9, 10, 11],
       [12, 13, 14, 15]]
for i in range(0, 4):
    print(matrix[i][1], end =  )""""","23-10-2024 10:08"
112,Program_112.txt,"from time import localtime
activities = {8: 'Sleeping',
              9: 'Commuting',
              17: 'Working',
              18: 'Commuting',
              20: 'Eating',
              22: 'Resting' }
time_now = localtime()
hour = time_now.tm_hour
for activity_time in sorted(activities.keys()):
    if hour < activity_time:
        print (activities[activity_time])
        break
else:
    print ('Unknown, AFK or sleeping!')","23-10-2024 10:08"
113,Program_113.txt,"fname = 'sample.txt'
l='keyword'","23-10-2024 10:08"
114,Program_114.txt,"Enter letter to be searched
k = 0
with open(fname, 'r') as f:
    for line in f:
        words = line.split()
        for i in words:
            if(i==l):
                k=k+1
print(Occurrences of the letter:""","k)"""
115,Program_115.txt,"t = (1, 2, 4, 3, 8, 9)
print([t[i] for i in range(0, len(t), 2)])","23-10-2024 10:08"
116,Program_116.txt,"a=(2,3,1,5)
tuple_sorted = sorted(a)
print(tuple(tuple_sorted))","23-10-2024 10:08"
117,Program_117.txt,"l1=[1,2,3]
l2=[4,5,6]
print('multiply two list values:',[x*y for x in l1 for y in l2])","23-10-2024 10:08"
118,Program_118.txt,"write the list comprehension to pick out only negative integers from a given list Ã¢â‚¬ËœlÃ¢â‚¬â„¢.
l1=[1,2,3,-4,-8]
print('negative integers:', [x for x in l1 if x<0])","23-10-2024 10:08"
119,Program_119.txt,"s=[pune"""," mumbai"""""
120,Program_120.txt,"l1=[2,4,6]
l2=[-2,-4,-6]
for i in zip(l1, l2):
	print(i)","23-10-2024 10:08"
121,Program_121.txt,"l1=[10, 20, 30]
l2=[-10, -20, -30]
l3=[x+y for x, y in zip(l1, l2)]
print('added two list:',l3)","23-10-2024 10:08"
122,Program_122.txt,"l=[1, 2, 3, 4, 5, 6, 7, 8, 9]
print([x**3 for x in l])","23-10-2024 10:08"
123,Program_123.txt,"l=[[1 ,2, 3], [4, 5, 6], [7, 8, 9]]
print([[row[i] for row in l] for i in range(3)])","23-10-2024 10:08"
124,Program_124.txt,"def unpack(a,b,c,d):
    print(a+d)
x = [1,2,3,4]
unpack(*x)","23-10-2024 10:08"
125,Program_125.txt,"lamb = lambda x: x ** 3
print(lamb(5))","23-10-2024 10:08"
126,Program_126.txt,"a = 'python'
print(a*5)","23-10-2024 10:08"
127,Program_127.txt,"def maximum(x, y):
    if x > y:
        return x
    elif x == y:
        return 'The numbers are equal'
    else:
        return y
print(maximum(2, 3))","23-10-2024 10:08"
128,Program_128.txt,"a={a:1""",b:2
129,Program_129.txt,"a={1:5,2:3,3:4}
a.pop(3)
print(a)","23-10-2024 10:08"
130,Program_130.txt,"d1 = {john:40"""," peter"":45}"""
131,Program_131.txt,"d = {john:40"""," peter"":45}"""
132,Program_132.txt,"a=[1, 4, 3, 5, 2]
b=[3, 1, 5, 2, 4]
print(a==b)","23-10-2024 10:08"
133,Program_133.txt,"a=frozenset(set([5,6,7]))
print(a)","23-10-2024 10:08"
134,Program_134.txt,"a={5,6,7}
print(sum(a,5))","23-10-2024 10:08"
135,Program_135.txt,"try:
    s={5,6}
    s*3
except Exception as e:
    print(e)","23-10-2024 10:08"
136,Program_136.txt,"nums = set([1,1,2,3,3,3,4,4])
print(len(nums))","23-10-2024 10:08"
137,Program_137.txt,"print('abcdefcdghcd'.split('cd', 2))","23-10-2024 10:08"
138,Program_138.txt,"print('ab cd-ef'.title())","23-10-2024 10:08"
139,Program_139.txt,print('ab'.zfill(5)),"23-10-2024 10:08"
140,Program_140.txt,"print('abcdef12'.replace('cd', '12'))","23-10-2024 10:08"
141,Program_141.txt,"str1 = 'Hello!2@","23-10-2024 10:08"
142,Program_142.txt,"World'
if str1.istitle():
    print('Yes string is title')","23-10-2024 10:08"
143,Program_143.txt,print('xyyzxxyxyy'.lstrip('xyy')),"23-10-2024 10:08"
144,Program_144.txt,print('for'.isidentifier()),"23-10-2024 10:08"
145,Program_145.txt,print('11'.isnumeric()),"23-10-2024 10:08"
146,Program_146.txt,"print('1@ a'.isprintable())","23-10-2024 10:08"
147,Program_147.txt,print(.isspace()),"23-10-2024 10:08"
148,Program_148.txt,print('HelloWorld'.istitle()),"23-10-2024 10:08"
149,Program_149.txt,"print('ab,12'.isalnum())","23-10-2024 10:08"
150,Program_150.txt,print('ab'.isalpha()),"23-10-2024 10:08"
151,Program_151.txt,print('0xa'.isdigit()),"23-10-2024 10:08"
152,Program_152.txt,"var1 = 'python language'
print(f'f-string is an good feature in {var1}')","23-10-2024 10:08"
153,Program_153.txt,"D=dict(p='san', q='foundry')
print('{p}{q}'.format(**D))","23-10-2024 10:08"
154,Program_154.txt,"a='1 0 0 1'
print(a.replace(' ', '1'))","23-10-2024 10:08"
155,Program_155.txt,"def f11(x):
    yield x+1
g=f11(8)
print(next(g))","23-10-2024 10:08"
156,Program_156.txt,"def f12(x):
    yield x+1
    print(test)""",
157,Program_157.txt,"a = re.compile('[0-9]')
z= a.findall('3 trees')
print(z)","23-10-2024 10:08"
158,Program_158.txt,"import os
print(os.getcwd())","23-10-2024 10:08"
159,Program_159.txt,"print([ord(ch) for ch in 'abc'])","23-10-2024 10:08"
160,Program_160.txt,"a=[13,56,17]
a.append([87])
a.extend([45,67])
print(a)","23-10-2024 10:08"
161,Program_161.txt,"my_string = 'balaji'
k = [print(i) for i in my_string if i not in aeiou]""",
162,Program_162.txt,"x = [i**+1 for i in range(3)]; print(x)","23-10-2024 10:08"
163,Program_163.txt,"print([i+j for i in abc for j in ""def""])""""","23-10-2024 10:08"
164,Program_164.txt,"l1=[1,2,3]
l2=[4,5,6]
print([x*y for x in l1 for y in l2])","23-10-2024 10:08"
165,Program_165.txt,"l=[good"""," oh!"""""
166,Program_166.txt,450],
167,Program_167.txt,"tday=datetime.date.today()
print(tday)","23-10-2024 10:08"
168,Program_168.txt,"a=(1,2,3)
try:
    a = a+1
except Exception as e:
    print(e)","23-10-2024 10:08"
169,Program_169.txt,"import functools 
n =5
print(functools.reduce(lambda x, y: x * y, range(1, n+1)))","23-10-2024 10:08"
170,Program_170.txt,"words = ['cat', 'window', 'defenestrate']
for w in words:
    print(w, len(w))","23-10-2024 10:08"
171,Program_171.txt,"def make_incrementor(n):
    return lambda x: x + n
f = make_incrementor(42)
f(0)
print(f(1))","23-10-2024 10:08"
172,Program_172.txt,"pairs = [(1, 'one'), (2, 'two'), (3, 'three'), (4, 'four')]
pairs.sort(key=lambda pair: pair[1])
print(pairs)","23-10-2024 10:08"
173,Program_173.txt,"a = [-1, 1, 66.25, 333, 333, 1234.5]
del a[0]
print(a)","23-10-2024 10:08"
174,Program_174.txt,"word = goal""",
175,Program_175.txt,"phrase = the surprise is in here somewhere""",
176,Program_176.txt,"n = 3
m = 4
print(f{n} times {m} is {n*m})""""","23-10-2024 10:08"
177,Program_177.txt,"write a python program to explain the use of assert","23-10-2024 10:08"
178,Program_178.txt,x=1,"23-10-2024 10:08"
179,Program_179.txt,y=8,"23-10-2024 10:08"
180,Program_180.txt,"assert x>y, 'X too small'","23-10-2024 10:08"
181,Program_181.txt,"num1 = 1.5
num2 = 6.3
num3 = -2.3
product = num1 * num2 * num3
print(f'Product: {product}')","23-10-2024 10:08"
182,Program_182.txt,"def divide_first_number_by_second(num1, num2):
    return (num1 // num2), (num1 % num2)","23-10-2024 10:08"
183,Program_183.txt,"def largest_and_smallest(list_of_nums):
    if list_of_nums:
        return max(list_of_nums), min(list_of_nums)
    else:
        return","23-10-2024 10:08"
184,Program_184.txt,"def fibonacci_recursive(n):
   if n <= 1:
       return n
   else:
       return (recur_fibo(n-1) + recur_fibo(n-2))","23-10-2024 10:08"
185,Program_185.txt,"def read_and_print_file(filepath):
    with open(filepath, r) as infile:""",
186,Program_186.txt,"n = 62
for num in range(n):
    print(num)","23-10-2024 10:08"
187,Program_187.txt,"def sort_ascending(list_to_be_sorted):
    return sorted(list_to_be_sorted)","23-10-2024 10:08"
188,Program_188.txt,"def sort_descending(list_to_be_sorted):
    return sorted(list_to_be_sorted, reverse=True)","23-10-2024 10:08"
189,Program_189.txt,"def sum_first_n(n):
    return ( n * (n+1) ) // 2","23-10-2024 10:08"
190,Program_190.txt,"def sum_first_n_recursive(n):
    if n == 0:
        return 0
    return sum_first_n_recursive(n-1) + n","23-10-2024 10:08"
191,Program_191.txt,"def filter_with_key_value(list_of_dicts, key, value):
    return list( filter( lambda x: x.get(key) == value, list_of_dicts ) )","23-10-2024 10:08"
192,Program_192.txt,"def reverse(seq):
    SeqType = type(seq)
    emptySeq = SeqType()
    if seq == emptySeq:
        return emptySeq
    restrev = reverse(seq[1:])
    first = seq[0:1]
    result = restrev + first
    return result","23-10-2024 10:08"
193,Program_193.txt,"def square(x):
    return x**2","23-10-2024 10:08"
194,Program_194.txt,"def selection_sort(list_to_be_sorted):
    sorted_list = list_to_be_sorted[:]
    for i in range(len(sorted_list)):
        new_min = sorted_list[i]
        new_min_old_place = i
        for j in range(i+1, len(sorted_list)):
            if new_min > sorted_list[j]:
                new_min = sorted_list[j]
                new_min_old_place = j
        old_val = sorted_list[i]
        sorted_list[i] = new_min
        sorted_list[new_min_old_place] = old_val
    return sorted_list","23-10-2024 10:08"
195,Program_195.txt,"a = input(User Input)""",
196,Program_196.txt,"def shift_and_scale(list_of_nums, mean, std):
    return [ (x-mean) / std for x in list_of_nums ]","23-10-2024 10:08"
197,Program_197.txt,"def zip_(list_of_seq):
    return list(zip(*list_of_seq))","23-10-2024 10:08"
198,Program_198.txt,"print(Please guess a number between 1 and 5 and I will guess within 3 chances!)""",
199,Program_199.txt,"write python program that would merge two dictionaries by adding the second one into the first
a = {a: 1"""," b"": 3}"""
200,Program_200.txt,"def reverse_string(str_to_be_reversed):
    return str_to_be_reversed[::-1]","23-10-2024 10:08"
201,Program_201.txt,"write a python program that would print Hello World""",
202,Program_202.txt,"a = 10
b = 15
a, b = b, a","23-10-2024 10:08"
203,Program_203.txt,"a = {a:1"""," b"":2"""
204,Program_204.txt,"def print_ascii(char):
    print(ord(char))","23-10-2024 10:08"
205,Program_205.txt,"def hcf(num1, num2):
    smaller = num1 if num1 < num2 else num2
    for i in range(1, smaller+1):
        if (num1 % i == 0) and (num2 % i == 0):
            hcf = i
    return hcf","23-10-2024 10:08"
206,Program_206.txt,"def lcm(num1, num2):
    bigger = num1 if num1 > num2 else num2
    while True:
        if (bigger % num1 == 0) and (bigger % num2 == 0):
            break
        bigger += 1
    return bigger","23-10-2024 10:08"
207,Program_207.txt,"def recursive_sum(n):
    if n <= 1:
        return n
    else:
        return n + recursive_sum(n-1)","23-10-2024 10:08"
208,Program_208.txt,"def delete_last_element(list_to_be_processed):
    deleted_element = list_to_be_processed.pop()
    return list_to_be_processed, deleted_element","23-10-2024 10:08"
209,Program_209.txt,"def square_list_elements(list_to_be_squared):
    return list( map(lambda x: x**2, list_to_be_squared) )","23-10-2024 10:08"
210,Program_210.txt,"write a python function that finds square roots of a given number, if the square root is an integer, else returns the message Error - the square root is not an integer""",
211,Program_211.txt,"input_num = 27
while input_num:
    print(input_num)
    input_num -= 1","23-10-2024 10:08"
212,Program_212.txt,"def divide(num1, num2):
    if num2 == 0:
        return
    else:
        return num1 / num2","23-10-2024 10:08"
213,Program_213.txt,"seq = abcde""",
214,Program_214.txt,"def sort_and_merge(l1, l2):
    new_list = []
    i = 0
    j = 0
    l1_len = len(l1)
    l2_len = len(l2)
    while (i <= l1_len-1) and (j <= l2_len-1):
        if l1[i] < l2[j]:
            new_list.append(l1[i])
            i +=1
        else:
            new_list.append(l2[j])
            j +=1
    if i <= (l1_len-1):
        new_list += l1[i:]
    if j <= (l2_len-1):
        new_list += l2[j:]
    return new_list
def recursive_merge_sort(list_to_be_sorted):
    final_list = []
    first = 0
    last = len(list_to_be_sorted)
    if last <= 1:
        final_list.extend( list_to_be_sorted )
    else:
        mid = last // 2
        l1 = recursive_merge_sort( list_to_be_sorted[:mid] )
        l2 = recursive_merge_sort( list_to_be_sorted[mid:] )
        final_list.extend( sort_and_merge( l1, l2 ) )
    return final_list","23-10-2024 10:08"
215,Program_215.txt,"def cal_mean(num_list:list)->float:
    if num_list:
        return sum(num_list)/len(num_list)
    else:
        return None","23-10-2024 10:08"
216,Program_216.txt,"def cal_median(num_list:list)->float:
    if num_list:
        if len(num_list)%2 != 0:
            return sorted(num_list)[int(len(num_list)/2) - 1]
        else:
            return (sorted(num_list)[int(len(num_list)/2) - 1] + sorted(num_list)[int(len(num_list)/2)])/2
    else:
        return None","23-10-2024 10:08"
217,Program_217.txt,"def cal_triangle_area(a:float,b:float,c:float)->float:
    if a or b or c:
        s = (a+b+c)/2
        if s>a and s>b and s>c:
            area = (s*(s-a)*(s-b)*(s-c))**(1/2)
            return round(area,2)
        else:
            return None
    return None","23-10-2024 10:08"
218,Program_218.txt,"def cal_eq_triangle_area(a:float)->float:
    if a:
        return (3**(1/2))*(a**2)/4
    else:
        return None","23-10-2024 10:08"
219,Program_219.txt,"def cal_rt_triangle_area(base:float,height:float)->float:
    if base and height:
        return (base*height)/2
    else:
        return None","23-10-2024 10:08"
220,Program_220.txt,"def cal_dist_from_orign(x:float,y:float)->float:
    return (x**2+y**2)**(1/2)","23-10-2024 10:08"
221,Program_221.txt,"def cal_cart_distance(x1:float,y1:float,x2:float,y2:float)->float:
    return ((x1-x2)**2+(y1-y2)**2)**(1/2)","23-10-2024 10:08"
222,Program_222.txt,"def root_type(a:float,b:float,c:float):
    if b**2-4*a*c >= 0:
        return 'real'
    else:
        return 'imaginary'","23-10-2024 10:08"
223,Program_223.txt,"def sum_of_roots(a:float,c:float):
    if a:
        return c/a
    else:
        return None","23-10-2024 10:08"
224,Program_224.txt,"def prod_of_roots(a:float,b:float):
    if a:
        return -b/a
    else:
        return None","23-10-2024 10:08"
